"Zeit";"Vertreter";"Buch";"Stück"
7.10.2010 00:00:00;7;15;14
14.10.2010 00:00:00;7;15;14
21.10.2010 00:00:00;7;15;18
28.10.2010 00:00:00;7;15;14
4.11.2010 00:00:00;7;15;14
11.11.2010 00:00:00;7;15;12
18.11.2010 00:00:00;7;15;13
25.11.2010 00:00:00;7;15;14
2.12.2010 00:00:00;7;15;11
9.12.2010 00:00:00;7;15;13
16.12.2010 00:00:00;7;15;8
23.12.2010 00:00:00;7;15;7
30.12.2010 00:00:00;7;15;8
6.5.2010 00:00:00;8;15;50
13.5.2010 00:00:00;8;15;49
20.5.2010 00:00:00;8;15;40
27.5.2010 00:00:00;8;15;37
3.6.2010 00:00:00;8;15;31
10.6.2010 00:00:00;8;15;35
17.6.2010 00:00:00;8;15;26
24.6.2010 00:00:00;8;15;36
1.7.2010 00:00:00;8;15;29
8.7.2010 00:00:00;8;15;36
15.7.2010 00:00:00;8;15;33
22.7.2010 00:00:00;8;15;26
29.7.2010 00:00:00;8;15;28
5.8.2010 00:00:00;8;15;28
12.8.2010 00:00:00;8;15;24
19.8.2010 00:00:00;8;15;24
26.8.2010 00:00:00;8;15;29
2.9.2010 00:00:00;8;15;27
9.9.2010 00:00:00;8;15;28
16.9.2010 00:00:00;8;15;25
23.9.2010 00:00:00;8;15;21
30.9.2010 00:00:00;8;15;21
7.10.2010 00:00:00;8;15;22
14.10.2010 00:00:00;8;15;22
21.10.2010 00:00:00;8;15;18
28.10.2010 00:00:00;8;15;19
4.11.2010 00:00:00;8;15;17
11.11.2010 00:00:00;8;15;20
18.11.2010 00:00:00;8;15;18
25.11.2010 00:00:00;8;15;19
2.12.2010 00:00:00;8;15;16
9.12.2010 00:00:00;8;15;13
16.12.2010 00:00:00;8;15;11
23.12.2010 00:00:00;8;15;13
30.12.2010 00:00:00;8;15;12
8.4.2010 00:00:00;1;16;10
15.4.2010 00:00:00;1;16;9
22.4.2010 00:00:00;1;16;9
29.4.2010 00:00:00;1;16;9
6.5.2010 00:00:00;1;16;8
13.5.2010 00:00:00;1;16;7
20.5.2010 00:00:00;1;16;6
27.5.2010 00:00:00;1;16;7
3.6.2010 00:00:00;1;16;6
10.6.2010 00:00:00;1;16;7
17.6.2010 00:00:00;1;16;5
24.6.2010 00:00:00;1;16;7
1.7.2010 00:00:00;1;16;7
8.7.2010 00:00:00;1;16;5
15.7.2010 00:00:00;1;16;5
22.7.2010 00:00:00;1;16;5
29.7.2010 00:00:00;1;16;6
5.8.2010 00:00:00;1;16;5
12.8.2010 00:00:00;1;16;5
19.8.2010 00:00:00;1;16;5
26.8.2010 00:00:00;1;16;5
2.9.2010 00:00:00;1;16;5
9.9.2010 00:00:00;1;16;5
16.9.2010 00:00:00;1;16;4
23.9.2010 00:00:00;1;16;4
30.9.2010 00:00:00;1;16;4
7.10.2010 00:00:00;1;16;4
14.10.2010 00:00:00;1;16;4
21.10.2010 00:00:00;1;16;4
28.10.2010 00:00:00;1;16;4
4.11.2010 00:00:00;1;16;3
11.11.2010 00:00:00;1;16;3
18.11.2010 00:00:00;1;16;3
25.11.2010 00:00:00;1;16;3
2.12.2010 00:00:00;1;16;2
9.12.2010 00:00:00;1;16;2
16.12.2010 00:00:00;1;16;1
23.12.2010 00:00:00;1;16;2
30.12.2010 00:00:00;1;16;1
8.4.2010 00:00:00;2;16;11
15.4.2010 00:00:00;2;16;11
22.4.2010 00:00:00;2;16;10
29.4.2010 00:00:00;2;16;11
6.5.2010 00:00:00;2;16;7
13.5.2010 00:00:00;2;16;8
20.5.2010 00:00:00;2;16;8
27.5.2010 00:00:00;2;16;8
3.6.2010 00:00:00;2;16;8
10.6.2010 00:00:00;2;16;8
17.6.2010 00:00:00;2;16;9
24.6.2010 00:00:00;2;16;8
1.7.2010 00:00:00;2;16;6
8.7.2010 00:00:00;2;16;8
15.7.2010 00:00:00;2;16;6
22.7.2010 00:00:00;2;16;8
29.7.2010 00:00:00;2;16;5
5.8.2010 00:00:00;2;16;8
12.8.2010 00:00:00;2;16;6
19.8.2010 00:00:00;2;16;5
26.8.2010 00:00:00;2;16;7
2.9.2010 00:00:00;2;16;6
9.9.2010 00:00:00;2;16;5
16.9.2010 00:00:00;2;16;5
23.9.2010 00:00:00;2;16;5
30.9.2010 00:00:00;2;16;4
7.10.2010 00:00:00;2;16;4
14.10.2010 00:00:00;2;16;4
21.10.2010 00:00:00;2;16;4
28.10.2010 00:00:00;2;16;4
4.11.2010 00:00:00;2;16;3
11.11.2010 00:00:00;2;16;4
18.11.2010 00:00:00;2;16;4
25.11.2010 00:00:00;2;16;3
2.12.2010 00:00:00;2;16;2
9.12.2010 00:00:00;2;16;3
16.12.2010 00:00:00;2;16;2
23.12.2010 00:00:00;2;16;2
30.12.2010 00:00:00;2;16;2
8.4.2010 00:00:00;3;16;9
15.4.2010 00:00:00;3;16;11
22.4.2010 00:00:00;3;16;9
29.4.2010 00:00:00;3;16;10
6.5.2010 00:00:00;3;16;9
13.5.2010 00:00:00;3;16;7
20.5.2010 00:00:00;3;16;7
27.5.2010 00:00:00;3;16;8
3.6.2010 00:00:00;3;16;7
10.6.2010 00:00:00;3;16;6
17.6.2010 00:00:00;3;16;6
24.6.2010 00:00:00;3;16;8
1.7.2010 00:00:00;3;16;7
8.7.2010 00:00:00;3;16;6
15.7.2010 00:00:00;3;16;7
22.7.2010 00:00:00;3;16;5
29.7.2010 00:00:00;3;16;6
5.8.2010 00:00:00;3;16;6
12.8.2010 00:00:00;3;16;6
19.8.2010 00:00:00;3;16;6
26.8.2010 00:00:00;3;16;4
2.9.2010 00:00:00;3;16;4
9.9.2010 00:00:00;3;16;5
16.9.2010 00:00:00;3;16;5
23.9.2010 00:00:00;3;16;5
30.9.2010 00:00:00;3;16;4
7.10.2010 00:00:00;3;16;4
14.10.2010 00:00:00;3;16;4
21.10.2010 00:00:00;3;16;4
28.10.2010 00:00:00;3;16;4
4.11.2010 00:00:00;3;16;3
11.11.2010 00:00:00;3;16;3
18.11.2010 00:00:00;3;16;3
25.11.2010 00:00:00;3;16;2
2.12.2010 00:00:00;3;16;3
9.12.2010 00:00:00;3;16;2
16.12.2010 00:00:00;3;16;2
23.12.2010 00:00:00;3;16;2
30.12.2010 00:00:00;3;16;1
8.4.2010 00:00:00;4;16;10
15.4.2010 00:00:00;4;16;10
22.4.2010 00:00:00;4;16;10
29.4.2010 00:00:00;4;16;12
6.5.2010 00:00:00;4;16;9
13.5.2010 00:00:00;4;16;9
20.5.2010 00:00:00;4;16;8
27.5.2010 00:00:00;4;16;7
3.6.2010 00:00:00;4;16;6
10.6.2010 00:00:00;4;16;6
17.6.2010 00:00:00;4;16;8
24.6.2010 00:00:00;4;16;6
1.7.2010 00:00:00;4;16;7
8.7.2010 00:00:00;4;16;7
15.7.2010 00:00:00;4;16;7
22.7.2010 00:00:00;4;16;5
29.7.2010 00:00:00;4;16;5
5.8.2010 00:00:00;4;16;6
12.8.2010 00:00:00;4;16;5
19.8.2010 00:00:00;4;16;5
26.8.2010 00:00:00;4;16;6
2.9.2010 00:00:00;4;16;5
9.9.2010 00:00:00;4;16;5
16.9.2010 00:00:00;4;16;5
23.9.2010 00:00:00;4;16;5
30.9.2010 00:00:00;4;16;4
7.10.2010 00:00:00;4;16;4
14.10.2010 00:00:00;4;16;4
21.10.2010 00:00:00;4;16;3
28.10.2010 00:00:00;4;16;3
4.11.2010 00:00:00;4;16;4
11.11.2010 00:00:00;4;16;4
18.11.2010 00:00:00;4;16;3
25.11.2010 00:00:00;4;16;2
2.12.2010 00:00:00;4;16;3
9.12.2010 00:00:00;4;16;2
16.12.2010 00:00:00;4;16;2
23.12.2010 00:00:00;4;16;2
30.12.2010 00:00:00;4;16;1
8.4.2010 00:00:00;5;16;6
15.4.2010 00:00:00;5;16;5
22.4.2010 00:00:00;5;16;5
29.4.2010 00:00:00;5;16;6
6.5.2010 00:00:00;5;16;4
13.5.2010 00:00:00;5;16;6
20.5.2010 00:00:00;5;16;4
27.5.2010 00:00:00;5;16;4
3.6.2010 00:00:00;5;16;5
10.6.2010 00:00:00;5;16;5
17.6.2010 00:00:00;5;16;4
24.6.2010 00:00:00;5;16;5
1.7.2010 00:00:00;5;16;5
8.7.2010 00:00:00;5;16;4
15.7.2010 00:00:00;5;16;4
22.7.2010 00:00:00;5;16;4
29.7.2010 00:00:00;5;16;4
5.8.2010 00:00:00;5;16;3
12.8.2010 00:00:00;5;16;3
19.8.2010 00:00:00;5;16;3
26.8.2010 00:00:00;5;16;4
2.9.2010 00:00:00;5;16;3
9.9.2010 00:00:00;5;16;4
16.9.2010 00:00:00;5;16;3
23.9.2010 00:00:00;5;16;3
30.9.2010 00:00:00;5;16;3
7.10.2010 00:00:00;5;16;2
14.10.2010 00:00:00;5;16;2
21.10.2010 00:00:00;5;16;2
28.10.2010 00:00:00;5;16;3
4.11.2010 00:00:00;5;16;2
11.11.2010 00:00:00;5;16;2
18.11.2010 00:00:00;5;16;2
25.11.2010 00:00:00;5;16;2
2.12.2010 00:00:00;5;16;1
9.12.2010 00:00:00;5;16;1
16.12.2010 00:00:00;5;16;1
23.12.2010 00:00:00;5;16;1
30.12.2010 00:00:00;5;16;1
8.4.2010 00:00:00;6;16;14
15.4.2010 00:00:00;6;16;15
22.4.2010 00:00:00;6;16;12
29.4.2010 00:00:00;6;16;13
6.5.2010 00:00:00;6;16;11
13.5.2010 00:00:00;6;16;9
20.5.2010 00:00:00;6;16;11
27.5.2010 00:00:00;6;16;8
3.6.2010 00:00:00;6;16;8
10.6.2010 00:00:00;6;16;7
17.6.2010 00:00:00;6;16;10
24.6.2010 00:00:00;6;16;10
1.7.2010 00:00:00;6;16;7
8.7.2010 00:00:00;6;16;10
15.7.2010 00:00:00;6;16;9
22.7.2010 00:00:00;6;16;9
29.7.2010 00:00:00;6;16;7
5.8.2010 00:00:00;6;16;8
12.8.2010 00:00:00;6;16;7
19.8.2010 00:00:00;6;16;6
26.8.2010 00:00:00;6;16;7
2.9.2010 00:00:00;6;16;5
9.9.2010 00:00:00;6;16;6
16.9.2010 00:00:00;6;16;7
23.9.2010 00:00:00;6;16;7
30.9.2010 00:00:00;6;16;6
7.10.2010 00:00:00;6;16;5
14.10.2010 00:00:00;6;16;5
21.10.2010 00:00:00;6;16;6
28.10.2010 00:00:00;6;16;5
4.11.2010 00:00:00;6;16;5
11.11.2010 00:00:00;6;16;4
18.11.2010 00:00:00;6;16;5
25.11.2010 00:00:00;6;16;3
2.12.2010 00:00:00;6;16;3
9.12.2010 00:00:00;6;16;2
16.12.2010 00:00:00;6;16;2
23.12.2010 00:00:00;6;16;2
30.12.2010 00:00:00;6;16;2
8.4.2010 00:00:00;7;16;7
15.4.2010 00:00:00;7;16;5
22.4.2010 00:00:00;7;16;5
29.4.2010 00:00:00;7;16;7
6.5.2010 00:00:00;7;16;4
13.5.2010 00:00:00;7;16;4
20.5.2010 00:00:00;7;16;5
27.5.2010 00:00:00;7;16;4
3.6.2010 00:00:00;7;16;4
10.6.2010 00:00:00;7;16;4
17.6.2010 00:00:00;7;16;4
24.6.2010 00:00:00;7;16;4
1.7.2010 00:00:00;7;16;4
8.7.2010 00:00:00;7;16;3
15.7.2010 00:00:00;7;16;4
22.7.2010 00:00:00;7;16;3
29.7.2010 00:00:00;7;16;3
5.8.2010 00:00:00;7;16;3
12.8.2010 00:00:00;7;16;3
19.8.2010 00:00:00;7;16;4
26.8.2010 00:00:00;7;16;3
2.9.2010 00:00:00;7;16;3
9.9.2010 00:00:00;7;16;3
16.9.2010 00:00:00;7;16;3
23.9.2010 00:00:00;7;16;2
30.9.2010 00:00:00;7;16;3
7.10.2010 00:00:00;7;16;3
14.10.2010 00:00:00;7;16;3
21.10.2010 00:00:00;7;16;3
28.10.2010 00:00:00;7;16;3
4.11.2010 00:00:00;7;16;2
11.11.2010 00:00:00;7;16;2
18.11.2010 00:00:00;7;16;2
25.11.2010 00:00:00;7;16;1
2.12.2010 00:00:00;7;16;1
9.12.2010 00:00:00;7;16;1
16.12.2010 00:00:00;7;16;1
23.12.2010 00:00:00;7;16;1
30.12.2010 00:00:00;7;16;1
8.4.2010 00:00:00;8;16;11
15.4.2010 00:00:00;8;16;11
22.4.2010 00:00:00;8;16;8
29.4.2010 00:00:00;8;16;10
6.5.2010 00:00:00;8;16;8
13.5.2010 00:00:00;8;16;8
20.5.2010 00:00:00;8;16;6
27.5.2010 00:00:00;8;16;7
3.6.2010 00:00:00;8;16;7
10.6.2010 00:00:00;8;16;7
17.6.2010 00:00:00;8;16;7
24.6.2010 00:00:00;8;16;6
1.7.2010 00:00:00;8;16;8
8.7.2010 00:00:00;8;16;6
15.7.2010 00:00:00;8;16;7
22.7.2010 00:00:00;8;16;6
29.7.2010 00:00:00;8;16;5
5.8.2010 00:00:00;8;16;5
12.8.2010 00:00:00;8;16;5
19.8.2010 00:00:00;8;16;6
26.8.2010 00:00:00;8;16;4
2.9.2010 00:00:00;8;16;6
9.9.2010 00:00:00;8;16;5
16.9.2010 00:00:00;8;16;5
23.9.2010 00:00:00;8;16;5
30.9.2010 00:00:00;8;16;5
7.10.2010 00:00:00;8;16;4
14.10.2010 00:00:00;8;16;4
21.10.2010 00:00:00;8;16;4
28.10.2010 00:00:00;8;16;4
4.11.2010 00:00:00;8;16;4
11.11.2010 00:00:00;8;16;3
18.11.2010 00:00:00;8;16;3
25.11.2010 00:00:00;8;16;3
2.12.2010 00:00:00;8;16;3
9.12.2010 00:00:00;8;16;2
16.12.2010 00:00:00;8;16;2
23.12.2010 00:00:00;8;16;2
30.12.2010 00:00:00;8;16;2
4.6.2009 00:00:00;1;17;11
11.6.2009 00:00:00;1;17;8
18.6.2009 00:00:00;1;17;12
25.6.2009 00:00:00;1;17;11
2.7.2009 00:00:00;1;17;8
9.7.2009 00:00:00;1;17;7
16.7.2009 00:00:00;1;17;7
23.7.2009 00:00:00;1;17;6
30.7.2009 00:00:00;1;17;7
6.8.2009 00:00:00;1;17;7
13.8.2009 00:00:00;1;17;6
20.8.2009 00:00:00;1;17;7
27.8.2009 00:00:00;1;17;5
3.9.2009 00:00:00;1;17;6
10.9.2009 00:00:00;1;17;7
17.9.2009 00:00:00;1;17;5
24.9.2009 00:00:00;1;17;5
1.10.2009 00:00:00;1;17;5
8.10.2009 00:00:00;1;17;5
15.10.2009 00:00:00;1;17;7
22.10.2009 00:00:00;1;17;5
29.10.2009 00:00:00;1;17;6
5.11.2009 00:00:00;1;17;4
12.11.2009 00:00:00;1;17;5
19.11.2009 00:00:00;1;17;4
26.11.2009 00:00:00;1;17;5
3.12.2009 00:00:00;1;17;5
10.12.2009 00:00:00;1;17;4
17.12.2009 00:00:00;1;17;5
24.12.2009 00:00:00;1;17;3
31.12.2009 00:00:00;1;17;3
7.1.2010 00:00:00;1;17;3
14.1.2010 00:00:00;1;17;3
21.1.2010 00:00:00;1;17;3
28.1.2010 00:00:00;1;17;2
4.2.2010 00:00:00;1;17;2
11.2.2010 00:00:00;1;17;2
18.2.2010 00:00:00;1;17;1
25.2.2010 00:00:00;1;17;2
4.3.2010 00:00:00;1;17;1
11.3.2010 00:00:00;1;17;1
18.3.2010 00:00:00;1;17;1
25.3.2010 00:00:00;1;17;1
1.4.2010 00:00:00;1;17;1
8.4.2010 00:00:00;1;17;1
15.4.2010 00:00:00;1;17;1
22.4.2010 00:00:00;1;17;1
29.4.2010 00:00:00;1;17;1
6.5.2010 00:00:00;1;17;1
13.5.2010 00:00:00;1;17;1
20.5.2010 00:00:00;1;17;1
27.5.2010 00:00:00;1;17;0
3.6.2010 00:00:00;1;17;0
10.6.2010 00:00:00;1;17;0
17.6.2010 00:00:00;1;17;0
24.6.2010 00:00:00;1;17;0
1.7.2010 00:00:00;1;17;0
8.7.2010 00:00:00;1;17;0
15.7.2010 00:00:00;1;17;0
22.7.2010 00:00:00;1;17;0
29.7.2010 00:00:00;1;17;0
5.8.2010 00:00:00;1;17;0
12.8.2010 00:00:00;1;17;0
19.8.2010 00:00:00;1;17;0
26.8.2010 00:00:00;1;17;0
2.9.2010 00:00:00;1;17;0
9.9.2010 00:00:00;1;17;0
16.9.2010 00:00:00;1;17;0
23.9.2010 00:00:00;1;17;0
30.9.2010 00:00:00;1;17;0
7.10.2010 00:00:00;1;17;0
14.10.2010 00:00:00;1;17;0
21.10.2010 00:00:00;1;17;0
28.10.2010 00:00:00;1;17;0
4.11.2010 00:00:00;1;17;0
11.11.2010 00:00:00;1;17;0
18.11.2010 00:00:00;1;17;0
25.11.2010 00:00:00;1;17;0
2.12.2010 00:00:00;1;17;0
9.12.2010 00:00:00;1;17;0
16.12.2010 00:00:00;1;17;0
23.12.2010 00:00:00;1;17;0
30.12.2010 00:00:00;1;17;0
4.6.2009 00:00:00;2;17;13
11.6.2009 00:00:00;2;17;12
18.6.2009 00:00:00;2;17;12
25.6.2009 00:00:00;2;17;14
2.7.2009 00:00:00;2;17;9
9.7.2009 00:00:00;2;17;10
16.7.2009 00:00:00;2;17;11
23.7.2009 00:00:00;2;17;10
30.7.2009 00:00:00;2;17;9
6.8.2009 00:00:00;2;17;10
13.8.2009 00:00:00;2;17;7
20.8.2009 00:00:00;2;17;7
27.8.2009 00:00:00;2;17;7
3.9.2009 00:00:00;2;17;8
10.9.2009 00:00:00;2;17;7
17.9.2009 00:00:00;2;17;7
24.9.2009 00:00:00;2;17;8
1.10.2009 00:00:00;2;17;8
8.10.2009 00:00:00;2;17;7
15.10.2009 00:00:00;2;17;7
22.10.2009 00:00:00;2;17;7
29.10.2009 00:00:00;2;17;6
5.11.2009 00:00:00;2;17;6
12.11.2009 00:00:00;2;17;6
19.11.2009 00:00:00;2;17;5
26.11.2009 00:00:00;2;17;5
3.12.2009 00:00:00;2;17;4
10.12.2009 00:00:00;2;17;5
17.12.2009 00:00:00;2;17;4
24.12.2009 00:00:00;2;17;6
31.12.2009 00:00:00;2;17;4
7.1.2010 00:00:00;2;17;4
14.1.2010 00:00:00;2;17;3
21.1.2010 00:00:00;2;17;4
28.1.2010 00:00:00;2;17;3
4.2.2010 00:00:00;2;17;2
11.2.2010 00:00:00;2;17;3
18.2.2010 00:00:00;2;17;2
25.2.2010 00:00:00;2;17;2
4.3.2010 00:00:00;2;17;2
11.3.2010 00:00:00;2;17;1
18.3.2010 00:00:00;2;17;2
25.3.2010 00:00:00;2;17;2
1.4.2010 00:00:00;2;17;1
8.4.2010 00:00:00;2;17;1
15.4.2010 00:00:00;2;17;1
22.4.2010 00:00:00;2;17;1
29.4.2010 00:00:00;2;17;1
6.5.2010 00:00:00;2;17;1
13.5.2010 00:00:00;2;17;1
20.5.2010 00:00:00;2;17;1
27.5.2010 00:00:00;2;17;0
3.6.2010 00:00:00;2;17;0
10.6.2010 00:00:00;2;17;0
17.6.2010 00:00:00;2;17;0
24.6.2010 00:00:00;2;17;0
1.7.2010 00:00:00;2;17;0
8.7.2010 00:00:00;2;17;0
15.7.2010 00:00:00;2;17;0
22.7.2010 00:00:00;2;17;0
29.7.2010 00:00:00;2;17;0
5.8.2010 00:00:00;2;17;0
12.8.2010 00:00:00;2;17;0
19.8.2010 00:00:00;2;17;0
26.8.2010 00:00:00;2;17;0
2.9.2010 00:00:00;2;17;0
9.9.2010 00:00:00;2;17;0
16.9.2010 00:00:00;2;17;0
23.9.2010 00:00:00;2;17;0
30.9.2010 00:00:00;2;17;0
7.10.2010 00:00:00;2;17;0
14.10.2010 00:00:00;2;17;0
21.10.2010 00:00:00;2;17;0
28.10.2010 00:00:00;2;17;0
4.11.2010 00:00:00;2;17;0
11.11.2010 00:00:00;2;17;0
18.11.2010 00:00:00;2;17;0
25.11.2010 00:00:00;2;17;0
2.12.2010 00:00:00;2;17;0
9.12.2010 00:00:00;2;17;0
16.12.2010 00:00:00;2;17;0
23.12.2010 00:00:00;2;17;0
30.12.2010 00:00:00;2;17;0
4.6.2009 00:00:00;3;17;10
11.6.2009 00:00:00;3;17;10
18.6.2009 00:00:00;3;17;13
25.6.2009 00:00:00;3;17;11
2.7.2009 00:00:00;3;17;9
9.7.2009 00:00:00;3;17;8
16.7.2009 00:00:00;3;17;8
23.7.2009 00:00:00;3;17;9
30.7.2009 00:00:00;3;17;10
6.8.2009 00:00:00;3;17;8
13.8.2009 00:00:00;3;17;7
20.8.2009 00:00:00;3;17;8
27.8.2009 00:00:00;3;17;7
3.9.2009 00:00:00;3;17;6
10.9.2009 00:00:00;3;17;8
17.9.2009 00:00:00;3;17;8
24.9.2009 00:00:00;3;17;7
1.10.2009 00:00:00;3;17;7
8.10.2009 00:00:00;3;17;6
15.10.2009 00:00:00;3;17;6
22.10.2009 00:00:00;3;17;6
29.10.2009 00:00:00;3;17;5
5.11.2009 00:00:00;3;17;7
12.11.2009 00:00:00;3;17;5
19.11.2009 00:00:00;3;17;6
26.11.2009 00:00:00;3;17;6
3.12.2009 00:00:00;3;17;4
10.12.2009 00:00:00;3;17;5
17.12.2009 00:00:00;3;17;4
24.12.2009 00:00:00;3;17;4
31.12.2009 00:00:00;3;17;4
7.1.2010 00:00:00;3;17;4
14.1.2010 00:00:00;3;17;4
21.1.2010 00:00:00;3;17;3
28.1.2010 00:00:00;3;17;3
4.2.2010 00:00:00;3;17;3
11.2.2010 00:00:00;3;17;2
18.2.2010 00:00:00;3;17;2
25.2.2010 00:00:00;3;17;2
4.3.2010 00:00:00;3;17;2
11.3.2010 00:00:00;3;17;1
18.3.2010 00:00:00;3;17;1
25.3.2010 00:00:00;3;17;1
1.4.2010 00:00:00;3;17;1
8.4.2010 00:00:00;3;17;1
15.4.2010 00:00:00;3;17;1
22.4.2010 00:00:00;3;17;1
29.4.2010 00:00:00;3;17;1
6.5.2010 00:00:00;3;17;1
13.5.2010 00:00:00;3;17;1
20.5.2010 00:00:00;3;17;1
27.5.2010 00:00:00;3;17;1
3.6.2010 00:00:00;3;17;1
10.6.2010 00:00:00;3;17;1
17.6.2010 00:00:00;3;17;0
24.6.2010 00:00:00;3;17;0
1.7.2010 00:00:00;3;17;0
8.7.2010 00:00:00;3;17;0
15.7.2010 00:00:00;3;17;0
22.7.2010 00:00:00;3;17;0
29.7.2010 00:00:00;3;17;0
5.8.2010 00:00:00;3;17;0
12.8.2010 00:00:00;3;17;0
19.8.2010 00:00:00;3;17;0
26.8.2010 00:00:00;3;17;0
2.9.2010 00:00:00;3;17;0
9.9.2010 00:00:00;3;17;0
16.9.2010 00:00:00;3;17;0
23.9.2010 00:00:00;3;17;0
30.9.2010 00:00:00;3;17;0
7.10.2010 00:00:00;3;17;0
14.10.2010 00:00:00;3;17;0
21.10.2010 00:00:00;3;17;0
28.10.2010 00:00:00;3;17;0
4.11.2010 00:00:00;3;17;0
11.11.2010 00:00:00;3;17;0
18.11.2010 00:00:00;3;17;0
25.11.2010 00:00:00;3;17;0
2.12.2010 00:00:00;3;17;0
9.12.2010 00:00:00;3;17;0
16.12.2010 00:00:00;3;17;0
23.12.2010 00:00:00;3;17;0
30.12.2010 00:00:00;3;17;0
4.6.2009 00:00:00;4;17;8
11.6.2009 00:00:00;4;17;10
18.6.2009 00:00:00;4;17;12
25.6.2009 00:00:00;4;17;9
2.7.2009 00:00:00;4;17;8
9.7.2009 00:00:00;4;17;7
16.7.2009 00:00:00;4;17;8
23.7.2009 00:00:00;4;17;8
30.7.2009 00:00:00;4;17;7
6.8.2009 00:00:00;4;17;6
13.8.2009 00:00:00;4;17;6
20.8.2009 00:00:00;4;17;6
27.8.2009 00:00:00;4;17;8
3.9.2009 00:00:00;4;17;6
10.9.2009 00:00:00;4;17;7
17.9.2009 00:00:00;4;17;5
24.9.2009 00:00:00;4;17;6
1.10.2009 00:00:00;4;17;6
8.10.2009 00:00:00;4;17;6
15.10.2009 00:00:00;4;17;5
22.10.2009 00:00:00;4;17;5
29.10.2009 00:00:00;4;17;5
5.11.2009 00:00:00;4;17;6
12.11.2009 00:00:00;4;17;5
19.11.2009 00:00:00;4;17;4
26.11.2009 00:00:00;4;17;4
3.12.2009 00:00:00;4;17;5
10.12.2009 00:00:00;4;17;3
17.12.2009 00:00:00;4;17;4
24.12.2009 00:00:00;4;17;5
31.12.2009 00:00:00;4;17;4
7.1.2010 00:00:00;4;17;4
14.1.2010 00:00:00;4;17;3
21.1.2010 00:00:00;4;17;3
28.1.2010 00:00:00;4;17;2
4.2.2010 00:00:00;4;17;2
11.2.2010 00:00:00;4;17;2
18.2.2010 00:00:00;4;17;2
25.2.2010 00:00:00;4;17;1
4.3.2010 00:00:00;4;17;1
11.3.2010 00:00:00;4;17;1
18.3.2010 00:00:00;4;17;1
25.3.2010 00:00:00;4;17;1
1.4.2010 00:00:00;4;17;1
8.4.2010 00:00:00;4;17;1
15.4.2010 00:00:00;4;17;1
22.4.2010 00:00:00;4;17;1
29.4.2010 00:00:00;4;17;1
6.5.2010 00:00:00;4;17;1
13.5.2010 00:00:00;4;17;1
20.5.2010 00:00:00;4;17;1
27.5.2010 00:00:00;4;17;0
3.6.2010 00:00:00;4;17;0
10.6.2010 00:00:00;4;17;0
17.6.2010 00:00:00;4;17;0
24.6.2010 00:00:00;4;17;0
1.7.2010 00:00:00;4;17;0
8.7.2010 00:00:00;4;17;0
15.7.2010 00:00:00;4;17;0
22.7.2010 00:00:00;4;17;0
29.7.2010 00:00:00;4;17;0
5.8.2010 00:00:00;4;17;0
12.8.2010 00:00:00;4;17;0
19.8.2010 00:00:00;4;17;0
26.8.2010 00:00:00;4;17;0
2.9.2010 00:00:00;4;17;0
9.9.2010 00:00:00;4;17;0
16.9.2010 00:00:00;4;17;0
23.9.2010 00:00:00;4;17;0
30.9.2010 00:00:00;4;17;0
7.10.2010 00:00:00;4;17;0
14.10.2010 00:00:00;4;17;0
21.10.2010 00:00:00;4;17;0
28.10.2010 00:00:00;4;17;0
4.11.2010 00:00:00;4;17;0
11.11.2010 00:00:00;4;17;0
18.11.2010 00:00:00;4;17;0
25.11.2010 00:00:00;4;17;0
2.12.2010 00:00:00;4;17;0
9.12.2010 00:00:00;4;17;0
16.12.2010 00:00:00;4;17;0
23.12.2010 00:00:00;4;17;0
30.12.2010 00:00:00;4;17;0
4.6.2009 00:00:00;5;17;7
11.6.2009 00:00:00;5;17;8
18.6.2009 00:00:00;5;17;6
25.6.2009 00:00:00;5;17;8
2.7.2009 00:00:00;5;17;6
9.7.2009 00:00:00;5;17;6
16.7.2009 00:00:00;5;17;5
23.7.2009 00:00:00;5;17;5
30.7.2009 00:00:00;5;17;5
6.8.2009 00:00:00;5;17;5
13.8.2009 00:00:00;5;17;6
20.8.2009 00:00:00;5;17;5
27.8.2009 00:00:00;5;17;5
3.9.2009 00:00:00;5;17;5
10.9.2009 00:00:00;5;17;4
17.9.2009 00:00:00;5;17;4
24.9.2009 00:00:00;5;17;4
1.10.2009 00:00:00;5;17;4
8.10.2009 00:00:00;5;17;5
15.10.2009 00:00:00;5;17;4
22.10.2009 00:00:00;5;17;4
29.10.2009 00:00:00;5;17;3
5.11.2009 00:00:00;5;17;4
12.11.2009 00:00:00;5;17;3
19.11.2009 00:00:00;5;17;3
26.11.2009 00:00:00;5;17;4
3.12.2009 00:00:00;5;17;3
10.12.2009 00:00:00;5;17;2
17.12.2009 00:00:00;5;17;2
24.12.2009 00:00:00;5;17;2
31.12.2009 00:00:00;5;17;2
7.1.2010 00:00:00;5;17;2
14.1.2010 00:00:00;5;17;2
21.1.2010 00:00:00;5;17;2
28.1.2010 00:00:00;5;17;2
4.2.2010 00:00:00;5;17;1
11.2.2010 00:00:00;5;17;1
18.2.2010 00:00:00;5;17;1
25.2.2010 00:00:00;5;17;1
4.3.2010 00:00:00;5;17;1
11.3.2010 00:00:00;5;17;1
18.3.2010 00:00:00;5;17;1
25.3.2010 00:00:00;5;17;1
